no;farm_output;agri_land;tot_lab;tot_asset;LFA;hired_lab;rented_land;debt_asset;costs;subs;region;milkprice;price_ind;T
658;18624.81292;9;3440;47189.27427;1;0;0.055555556;0;13766.47006;0;A;250.5319875;86.24885348;4
659;47458.8782;6.5;1920;79875.97257;1;0;0.615384615;0;27963.84579;0;C;382.5685582;86.24885348;4
660;23933.64139;31.5;4800;40583.77337;1;0;0.031746032;0;13887.34897;112.0498908;D;288.2187382;86.24885348;4
661;16023.84091;13;2400;52334.10433;1;0;0.461538462;0.153227605;9426.968323;0;D;306.5222668;86.24885348;4
662;42593.79437;12;2740;84812.72904;1;0;0;0;22289.96607;96.04253067;A;346.7254307;86.24885348;4
663;47728.23555;14;4800;76218.64679;1;0;0;0;27319.3626;208.4099653;D;307.6411744;86.24885348;4
664;18384.9863;13.5;1330;39935.10798;1;0;0.259259259;0;20965.77975;0;B;311.4070075;86.24885348;4
665;13617.21368;5;3200;43647.85924;0;0;0.6;0;9932.562288;456.4061809;B;264.0528755;86.24885348;4
666;28873.37759;13.06;3111;93925.21597;0;0;0;0;21453.6447;29.95446385;A;289.2994028;86.24885348;4
667;48328.0301;15;3600;78541.92926;1;0;0.2;0;37330.94808;239.9440308;D;342.755481;86.24885348;4
668;11155.79233;4.25;2310;29432.76243;0;0;0.941176471;0;8350.915926;236.6853418;B;243.238512;86.24885348;4
669;32606.76659;8.15;3784;115115.5683;1;0;0;0;22903.83102;143.2019393;A;308.7808756;86.24885348;4
670;51037.43221;12.4;2835;179265.4241;0;0;0;0.054367947;29962.75122;0;A;336.668754;86.24885348;4
671;90855.57961;11;4480;229616.654;1;0;0.636363636;0;64115.65642;212.7919727;C;325.0850437;86.24885348;4
672;43496.72704;9.55;3944;130116.592;1;0;0;0;28275.25738;34.0000416;A;300.1023855;86.24885348;4
673;40527.84794;19;3410;80077.54311;1;0;0.473684211;0.09915046;33068.20468;175.6992215;B;337.5036493;86.24885348;4
674;48586.67704;13;3430;110059.9814;1;0;0;0;27836.24455;0;A;327.1116701;86.24885348;4
675;53948.54332;14.5;4800;58714.89238;1;0;0.413793103;0;37771.48997;178.9651823;D;312.2327555;86.24885348;4
676;68247.53927;17.68;4094;165422.4544;0;0;0;0;45942.09364;0;A;320.9148306;86.24885348;4
677;54924.24391;24;2580;72661.92798;1;0;0.25;0;71467.58844;0;C;351.6008524;86.24885348;4
678;45962.68842;14;3640;93144.69739;1;0;0;0;20422.21775;0;A;320.549793;86.24885348;4
679;29782.81442;20;2332;102051.6574;1;0;0;0;25847.42257;0;A;326.5659475;86.24885348;4
680;93344.40905;14;3910;195210.7377;1;0;0;0;56948.24168;0;A;331.8207532;86.24885348;4
681;19457.22794;6.55;3005;58168.45966;0;0;0;0;13526.92656;10.59141061;A;260.4695576;86.24885348;4
682;15996.58873;12;3823;75342.0005;0;0;0;0.010405563;15053.16436;11.13848418;A;295.7153976;86.24885348;4
683;34740.36414;11.53;1901;114062.2948;0;0;0;0;20498.56692;67.77747481;A;296.8004631;88.21900496;5
684;16918.61683;8.95;1825;60385.11489;0;0;0;0;14451.42154;33.2264722;A;263.8287005;88.21900496;5
685;76354.08886;37;1940;140318.5215;1;0;0.918918919;0;71002.99066;0;C;358.5170798;88.21900496;5
686;26899.15175;20;2400;83669.80347;1;0;0.8;0.089009049;32508.20752;99.21383214;D;294.4329458;88.21900496;5
687;18753.28631;6.61;2528;111584.4726;0;0;0;0.080698993;14641.80227;80.85201853;A;285.9076696;88.21900496;5
688;23375.10547;5.13;3865;79976.96003;1;0;0;0;11272.02038;191.7876222;A;309.4185057;88.21900496;5
689;18271.76257;20;1680;62560.09106;1;0;0.9;0;15436.43219;0;B;325.897942;88.21900496;5
690;43563.45646;10.8;2300;78523.38971;0;0;0.462962963;0;29697.97184;107.175436;B;361.2226904;88.21900496;5
691;29994.1263;11.7;3141;135243.6105;0;0;0;0.027538397;25061.39725;31.40358049;A;288.3809456;88.21900496;5
692;23419.712;8.28;5840;114847.0917;1;0;0;0;19552.4032;262.6530435;A;292.8240699;88.21900496;5
693;38075.52893;7.5;1940;72823.36714;1;0;0.533333333;0;27443.60602;0;B;343.5011097;88.21900496;5
694;36697.56522;16;3045;107582.0031;0;0;0;0.13726407;22932.92693;30.15687106;A;316.0587302;88.21900496;5
695;29700.41654;23;4390;95854.93208;1;0.020501139;0;0;24187.126;25.23482252;A;303.9960752;88.21900496;5
696;67409.38531;8.75;3921;243182.3071;1;0;0;0.061397078;37434.55908;86.93021483;A;318.708634;88.21900496;5
697;48681.49333;20.36;1980;195777.5592;1;0;0;0;19303.19517;14.16737138;A;265.2205111;88.21900496;5
698;17138.59419;11;1043;47123.48909;1;0;0.272727273;0;14564.55256;0;C;318.4937411;88.21900496;5
699;12783.99705;7.5;2300;31260.74178;1;0;0;0;12127.21325;92.59957667;B;284.7215379;88.21900496;5
700;61971.61536;21;4800;88411.06309;1;0;0.333333333;0.113724951;55315.6285;149.1265788;D;341.4770373;88.21900496;5
701;22340.46525;11;3900;75028.57608;1;0;0;0;18972.26164;37.09996026;A;318.7737087;88.21900496;5
702;53660.87401;15;4800;91901.6274;1;0;0.166666667;0;35146.61475;125.4014334;D;296.9587627;88.21900496;5
703;14446.79284;8;3750;64692.14091;1;0;0;0;14103.51427;114.9226889;A;294.2320335;88.21900496;5
704;25199.89422;10.3;2320;93472.08066;0;0;0;0;15974.80217;73.84848347;B;318.1804825;88.21900496;5
705;70443.43994;18.71;3937;261664.2102;0;0;0;0.011807996;37335.44303;53.02716844;A;323.7176393;88.21900496;5
706;219837.4261;60;7200;215078.6562;0;0;0.916666667;0.258862951;153702.0655;86.59713982;D;335.7067409;88.21900496;5
707;85810.86877;20;3600;107735.3339;1;0;0.05;0;55489.54795;512.8961574;D;329.9410692;88.21900496;5
708;123170.6639;48;4850;409281.0025;1;0;0;0.089225949;63166.46739;0;A;338.102289;88.21900496;5
709;91516.07548;35;3880;158995.4359;1;0;0.428571429;0.099019917;62527.50528;0;C;313.1870368;88.21900496;5
710;57949.05137;18;3610;128901.874;1;0.088642659;0;0.054617858;48372.5915;80.84090026;A;335.7598915;88.21900496;5
711;11720.53597;40;1200;37760.46881;1;0;1;0;11438.62828;0;C;324.7359322;88.21900496;5
712;80039.17609;15.92;5295;316934.9086;1;0;0;0;44078.53959;74.57656143;A;324.1430978;88.21900496;5
713;20938.61169;7.38;3300;48672.71903;1;0;1;0;12922.48549;220.9233028;C;293.3642655;88.21900496;5
714;21062.31955;8.2;1940;52015.91238;1;0;0.731707317;0;23702.96403;0;C;351.6408436;88.21900496;5
715;41110.07538;14;4800;70104.57323;1;0;0.285714286;0.114518641;32130.74654;144.6669958;D;303.9153849;88.21900496;5
716;16786.35734;10;2300;40551.51623;1;0;0;0;6781.43783;85.98532119;B;299.2005203;88.21900496;5
717;27466.82553;12;3610;108400.0359;1;0;0;0;18186.8566;3.307127738;A;291.9987674;88.21900496;5
718;27172.62556;11.35;2050;108592.2453;1;0;0;0;19223.79982;42.42447565;A;306.5303498;88.21900496;5
719;41605.2811;19.33;1967;262983.3897;0;0;0;0.067202705;32867.36913;175.6722987;A;293.3405933;88.21900496;5
720;50978.07751;25;4800;94338.30318;1;0;0.48;0.035620064;26180.57159;138.9491042;D;320.4362566;88.21900496;5
721;60885.38896;22.75;3234;212184.5343;1;0;0;0;21476.87416;99.15859221;A;302.2732228;88.21900496;5
722;31646.04974;7;2802;103796.9212;1;0;0;0;13988.77063;169.1926551;A;310.5722213;88.21900496;5
723;30775.3257;7.86;2140;91076.25689;0;0;0;0;8120.157143;0;A;272.0126945;88.21900496;5
724;135414.9028;45;7200;168775.3673;0;0;0.377777778;0.496815388;99682.68084;17.79205326;D;320.1146439;88.21900496;5
725;10520.09073;5;2300;30292.38891;1;0;0;0.072374331;14532.01271;236.790346;B;288.5732076;88.21900496;5
726;69107.94344;23.17;9600;44029.19332;1;0;0.637030643;0;30061.7117;48.95748011;D;300.4701322;88.21900496;5
727;35668.56847;14.7;3600;65637.91597;1;0;0.523809524;0;24335.05182;134.4628644;D;270.6860099;88.21900496;5
728;40774.7467;22;3600;54673.15711;1;0;0.681818182;0;21059.5344;87.14852821;D;331.3676397;88.21900496;5
729;35228.73384;7.9;3115;142396.4681;1;0;0;0;19871.29654;55.559746;A;304.8351132;88.21900496;5
730;8785.399792;9.31;2310;37229.6545;1;0;0.708915145;0;5220.699911;25.40556131;B;283.6045583;88.21900496;5
731;28189.00593;12;3101;84170.16054;1;0.055143502;0;0;19435.3294;117.1715358;A;288.526161;88.21900496;5
732;34086.95338;7;2975;95787.19864;1;0;0;0;17620.96919;78.42617207;A;317.1832985;88.21900496;5
733;34209.5496;16.7;3488;143679.4087;1;0;0;0.074879067;19806.77033;27.72442415;A;313.8217297;88.21900496;5
734;17210.86569;11;5050;64167.33293;1;0.277227723;0;0.20029574;14021.63846;0;A;263.4430838;88.21900496;5
735;30845.17055;14.67;3028;114589.3783;0;0;0;0;23062.53972;23.33700501;A;322.7399709;88.21900496;5
736;223024.9814;60.12;4800;280717.4626;1;1;1;0;146469.4564;137.3187428;D;348.4120192;88.21900496;5
737;52754.24144;12;1940;124817.1042;1;0;0.166666667;0;37969.12296;0;C;344.7126488;88.21900496;5
738;11186.20583;7.2;3400;51366.04798;1;0;0;0;12518.98987;163.658728;A;296.0811015;88.21900496;5
739;46214.4906;19.5;4050;137304.0568;1;0;0;0.159022485;25148.81481;0;A;317.0364819;88.21900496;5
740;66421.58634;11;1940;90701.76896;1;0;0.454545455;0.070412897;48401.91287;14.57421129;C;358.871813;88.21900496;5
741;32739.26243;19;3448;132569.8562;1;0;0;0;22694.41974;22.6277161;A;311.6328045;88.21900496;5
742;8053.292699;10;727;32471.57572;1;0;0.95;0;7206.608469;0;B;306.9791718;88.21900496;5
743;38926.70403;13.41;3824;181184.3311;0;0;0;0.02710439;26486.52279;46.8571417;A;334.3844113;88.21900496;5
744;45811.87831;15.5;1940;84068.16184;1;0;0.774193548;0;29777.64052;0;C;353.5216535;88.21900496;5
745;14442.04263;15;3350;57969.99515;1;0;0;0;8450.161344;57.76449783;A;292.2792436;88.21900496;5
746;9592.432554;7.3;1250;26554.93171;1;0;0.821917808;0;11273.89952;0;C;346.6217554;88.21900496;5
747;24116.55501;5.9;2797;112644.9479;0;0;0;0.027059738;15996.66852;28.02650626;A;298.3868316;88.21900496;5
748;49535.01236;9;4600;54536.87762;1;0;0;0.238059669;31699.73348;106.5630049;B;344.7112899;88.21900496;5
749;24156.9885;25;4600;92546.87872;1;0;0;0.128581629;20699.75781;0;A;303.0989774;88.21900496;5
750;53148.62765;12;7092;97571.81982;1;0.005922166;0.5;0.065115481;33219.14401;246.0949499;B;327.7960298;88.21900496;5
751;33088.45763;10.98;3833;125895.3739;0;0;0;0;25661.25266;41.42041954;A;308.1034298;88.21900496;5
752;49473.89844;16;1940;85514.25534;1;0;0.375;0;28313.30582;0;C;331.9592302;88.21900496;5
753;18995.7383;14.85;3085;73427.83594;0;0;0;0;20079.51883;0;A;265.2769699;88.21900496;5
754;44154.10439;9.88;2230;113300.6793;1;0;0;0;23538.78193;129.9754758;B;326.5217353;88.21900496;5
755;25470.16389;6.25;3850;104295.1807;1;0;0;0;18058.40545;0;A;303.6150413;88.21900496;5
756;20225.75199;6.5;2400;30810.33142;1;0;0.230769231;0;11905.25616;152.0668213;D;279.9862517;88.21900496;5
757;19337.85919;13;2400;38590.22021;1;0;0.461538462;0.139220737;9319.601505;0;D;304.4166336;88.21900496;5
758;57031.92251;7.9;2310;80969.00538;1;0;0.506329114;0.003228081;35283.01974;283.4895015;B;342.3284665;88.21900496;5
759;118697.709;11;5845;445239.2566;1;0;0;0;37949.96938;210.4535833;A;346.5067911;88.21900496;5
760;44337.05425;13.5;3169;76375.09346;1;0.387819501;1;0.033474035;48911.14595;0;B;319.8041038;88.21900496;5
761;7855.292551;7.5;818;23281.91765;1;0;0.8;0;8359.641488;0;B;304.5309996;88.21900496;5
762;38486.65188;20;1940;74403.00003;1;0;0.6;0;29440.75525;0;C;353.0482348;88.21900496;5
763;17649.89349;6.8;4070;79814.99122;1;0;0.117647059;0.293759901;17492.98955;73.86567072;A;290.3655497;88.21900496;5
764;21819.61099;26;2080;57461.20133;1;0;0.5;0;20283.81204;0;C;352.7175648;88.21900496;5
765;96308.34579;15;2230;174292.0819;1;0;0.266666667;0.06935151;65527.81432;153.450727;B;344.573688;88.21900496;5
766;25011.61705;11;2862;84779.25788;1;0;0;0.100199205;28162.18887;12.02591905;A;288.0302256;88.21900496;5
767;118466.4846;15.94;4685;190054.5411;1;0.060832444;0.125470514;0.094682235;68472.57581;209.5482444;B;359.2070486;88.21900496;5
768;34441.64959;9.65;1272;141433.5722;1;0;0;0.025750344;17966.73082;47.97905527;A;292.6989961;88.21900496;5
769;27915.5953;16;3970;58894.61655;1;0;0;0;27804.14793;41.33909673;A;320.5269244;88.21900496;5
770;30590.87334;13.3;3645;104826.738;0;0;0;0;25342.31146;39.60596287;A;335.5071094;88.21900496;5
771;54787.82847;24;2580;130873.8977;1;0;0.25;0;47654.16576;0;C;353.2548951;88.21900496;5
772;65221.22696;8.5;3070;168005.2455;1;0;0;0;20622.7336;0;A;394.801616;88.21900496;5
773;24204.73336;7.5;1940;41246.16462;1;0;0.266666667;0;19944.07047;0;B;332.7204017;88.21900496;5
774;43964.13307;28;1940;80918.54007;1;0;0.892857143;0;44354.46557;14.67608801;C;363.1701439;88.21900496;5
775;49308.42359;9.19;3830;164825.685;0;0;0;0.044903931;28473.46318;68.37369644;A;324.9594391;88.21900496;5
776;13627.43347;14;2210;33369.25399;1;0;0.357142857;0;12486.20402;21.73255371;B;294.7150547;88.21900496;5
777;76364.48838;28.22;4800;140083.0299;1;0;0.893692417;0.105774014;43026.86392;98.01121893;D;298.3067995;88.21900496;5
778;41631.6066;17.5;1304;73946.14216;1;0;0.357142857;0;23123.65614;78.60116638;C;339.2768703;88.21900496;5
779;34598.99892;24;4800;42119.58549;1;0;0;0;14058.38076;118.9775031;D;311.6184658;88.21900496;5
780;59904.69749;6.6;4540;126905.1438;0;0;0.545454545;0.033504299;36326.00353;275.5939782;C;333.9169314;88.21900496;5
781;23509.86891;8.5;1300;68089.78562;1;0;0.882352941;0;15208.97433;0;B;319.7802536;88.21900496;5
782;20092.5025;13.5;1043;36201.67987;1;0;0.555555556;0;14236.31819;0;B;322.9847584;88.21900496;5
783;28484.12148;7;3010;99841.03137;1;0;0;0;21431.51512;0;A;366.1198134;88.21900496;5
784;30537.07642;9.4;3750;113943.4304;1;0;0;0;19365.43227;80.21543875;A;312.021337;88.21900496;5
785;20235.48316;7;3400;74661.18568;1;0;0.857142857;0;14812.13427;218.2704307;B;268.4113412;88.21900496;5
786;68063.57207;14;3600;84771.93581;1;0;0.571428571;0.074155994;50856.87511;0;D;328.9517312;88.21900496;5
787;26922.05249;9.28;2960;78993.52178;1;0;0;0;16497.81789;0;A;311.2132064;88.21900496;5
788;46197.96599;9.65;3908;134721.0627;0;0;0;0;26728.36459;61.68735677;A;325.7261909;88.21900496;5
789;43386.54015;15.98;3910;132745.6177;0;0;0;0;38494.92663;53.80808585;A;317.6926305;88.21900496;5
790;20690.93658;7.25;3220;58823.25312;0;0;0;0;8065.13595;104.9157765;B;280.6370339;88.21900496;5
791;174329.738;22;4800;334658.2459;1;0.5;0.340909091;0.095403254;114794.6847;195.8039094;D;312.4303878;88.21900496;5
792;53687.2105;16;2340;76029.17396;1;0;1;0.102050139;41852.29932;0;C;346.4447114;88.21900496;5
793;25446.93935;10.5;3600;45503.52258;1;0;0.333333333;0.094481796;18910.66006;98.90579682;D;307.0270564;88.21900496;5
794;25800.02674;9.65;2812;104166.5097;0;0;0;0;18394.76457;54.83320602;A;307.7704832;88.21900496;5
795;41292.71759;6.04;3905;150422.0268;0;0;0;0;22346.22548;68.98975083;A;354.2524122;88.21900496;5
796;85483.2947;26.5;4800;96557.96303;1;0;0;0.433733728;59216.29114;142.5933643;D;322.9821018;88.21900496;5
797;31051.57276;7.2;5641;131267.5888;1;0;0;0.043165323;22895.89764;59.71202861;A;296.3287004;88.21900496;5
798;24543.30733;8.4;3867;94409.88346;1;0;0;0;17123.87875;53.5439729;A;311.066815;88.21900496;5
799;12257.87828;16;3850;65394.1037;1;0;0;0;11196.45165;0;A;281.7903053;88.21900496;5
800;18714.86733;9.39;1946;63556.1457;0;0;0;0;15014.22718;28.17574218;A;277.1893099;88.21900496;5
801;79987.18171;16;1940;97947.87889;1;0;0.5;0;73530.25532;0;C;358.3447394;88.21900496;5
802;28922.05246;19.21;2100;91235.80304;1;0;0;0;13531.58628;13.42821258;A;267.4625447;88.21900496;5
803;92237.45253;37;4800;132177.6125;1;0;0.594594595;0.234231827;66063.8063;49.8468169;D;313.924911;88.21900496;5
804;54328.80548;7;3710;204015.5832;0;0;0;0;24163.50348;151.1829823;A;338.1681835;88.21900496;5
805;69442.5046;19.3;6330;122625.3474;1;0;0.440414508;0;52288.54687;164.4996181;B;340.0710313;88.21900496;5
806;68351.64783;16.71;3862;332106.8081;1;0;0;0;39845.69978;73.22784339;A;348.5947928;88.21900496;5
807;39607.42414;12.79;4580;74562.08954;1;0;0.351837373;0.130307502;30427.34438;135.9661315;B;312.2965074;88.21900496;5
808;20027.90769;7.97;2753;87442.74893;0;0;0;0;15299.16619;84.64919179;A;278.9542574;88.21900496;5
809;109496.6551;34;7200;138576.138;1;0;0.882352941;0;70468.00993;332.4420126;D;333.2147382;88.21900496;5
810;64287.52313;30.5;3880;230483.4622;1;0;0.983606557;0.047245839;61580.23464;86.74433411;C;330.9838383;88.21900496;5
811;35150.54337;25.44;2208;131266.1879;1;0;0;0;20080.34565;38.55715751;A;272.7618267;88.21900496;5
812;24594.71867;12.35;3150;83318.79889;1;0;0;0.095106307;19616.23926;101.6640523;A;281.0824991;88.21900496;5
813;26663.92482;9;1940;73720.13981;1;0;0.666666667;0;23613.59219;0;C;332.0899129;88.21900496;5
814;43559.98632;10.24;4042;139343.9612;0;0;0;0;23427.24305;29.06655239;A;312.8689614;88.21900496;5
815;53841.50037;21.5;3170;232089.365;1;0.022082019;0;0.120817756;21386.85997;26.45702191;A;300.4548012;88.21900496;5
816;11514.56129;7.73;2300;53017.85711;1;0;0;0;9328.395877;156.5139916;B;227.9970254;88.21900496;5
817;18888.79087;7.1;3420;69183.98438;1;0;0;0;12313.99969;29.81072891;A;309.8862208;88.21900496;5
818;51614.37266;16;3800;153999.698;1;0;0;0;26122.0381;0;A;326.4666203;88.21900496;5
819;57438.43372;40;4800;93479.40279;1;0;1;0;43383.5245;112.3829802;D;246.6192992;88.21900496;5
820;38335.44407;12;3900;109892.6009;1;0;0;0;17476.20711;127.8756059;A;318.6653705;88.21900496;5
821;19302.76795;6.87;1277;62301.4333;0;0;0;0;14387.79046;59.46090513;A;263.2205266;88.21900496;5
822;63753.16281;20;3600;101187.7423;1;0;0;0;38931.87092;113.8885501;D;278.4645873;88.21900496;5
823;35688.38578;8.71;4200;121175.1051;1;0;0;0.055779868;15386.44025;104.4156289;A;292.9946378;88.21900496;5
824;26680.53743;12;1940;52485.44845;1;0;0.75;0;27966.73791;0;C;361.319107;88.21900496;5
825;28669.46152;9.88;3738;99308.08084;1;0;0;0;18347.54693;11.05946361;A;278.2692124;88.21900496;5
826;52235.4648;11;3850;151993.8734;1;0.116883117;0;0.138926418;34478.2015;96.20735238;A;328.0329131;88.21900496;5
827;25256.02701;18.01;3765;124118.1678;0;0;0.621321488;0;22814.60264;35.84772221;A;314.604364;88.21900496;5
828;37575.89587;6.62;4420;47071.46028;1;0;0.188821752;0;27125.91528;214.8134331;C;343.73717;88.21900496;5
829;20684.16043;6.5;3105;77550.70999;1;0;0;0;12902.53245;22.79374195;A;276.1149497;88.21900496;5
830;16822.63484;12.25;2982;85809.88746;1;0;0;0;16551.3836;69.85085734;A;292.5644594;88.21900496;5
831;111077.2421;28;3600;141558.7212;1;0;0.107142857;0.147878821;86093.62024;16.11374368;D;334.2573514;88.21900496;5
832;20739.32318;4.6;3890;92546.63096;1;0;0;0;10225.73612;126.533583;A;290.5311564;88.21900496;5
833;19050.54664;11.69;3698;71968.90156;1;0;0;0;13536.92305;4.922499798;A;311.0455265;88.21900496;5
834;27181.98914;9.94;3824;128999.0118;1;0;0;0;13440.00729;48.57551808;A;299.037837;88.21900496;5
835;41437.59838;7;3600;37956.76483;1;0;1;0;20581.41304;189.1932188;D;291.3161598;88.21900496;5
836;28131.93256;17.05;2150;99456.07883;1;0;0;0;14568.76185;49.07350837;A;265.472379;88.21900496;5
837;89733.87131;17.5;2600;207653.0307;1;0;0.714285714;0;51725.67297;0;C;356.7662849;88.21900496;5
838;28001.53297;13.5;3600;28832.27045;1;0;0.259259259;0;12736.73086;58.30343716;D;314.5707761;88.21900496;5
839;19007.16466;4.65;1529;93235.31181;0;0;0;0;9591.311376;0;A;290.5452533;88.21900496;5
840;30957.02591;9.85;3037;107462.8987;1;0;0.507614213;0;10986.43221;145.004625;A;292.9187473;88.21900496;5
841;26690.05621;7.4;3310;101473.6141;1;0;0;0.08297335;15776.26256;67.03637307;A;308.5957332;88.21900496;5
842;42054.9476;10.4;3936;140470.2346;1;0;0;0;22760.25111;62.32663814;A;323.4651004;88.21900496;5
843;49148.91829;13;3800;128672.9071;1;0;0;0;21128.32457;105.354914;A;330.9691467;88.21900496;5
844;30901.22955;13.4;3753;138987.6623;0;0;0.686567164;0;19122.22381;30.66497175;A;331.2306273;88.21900496;5
845;38635.96684;9.55;2990;157809.4399;1;0;0;0.018913105;24745.52418;114.0699348;A;302.3605306;88.21900496;5
846;44070.4924;14.7;3210;153234.9244;1;0;0;0;26282.83095;71.99189634;A;322.3981612;88.21900496;5
847;43919.1342;13;3950;137179.999;1;0;0;0;26032.72093;35.10643291;A;323.4104138;88.21900496;5
848;36720.54488;39;4200;73976.17367;1;0;0.487179487;0.079657682;21464.49916;107.3171431;D;290.5106398;88.21900496;5
849;46341.04683;22.1;3600;58640.34742;1;0;0;0;26595.65637;386.0172275;D;335.2946591;88.21900496;5
850;39523.05392;14;4150;148528.4487;1;0;0.5;0;22701.61514;0;A;329.3587826;88.21900496;5
851;56323.66412;18;4310;151477.9045;1;0.013921114;0;0.036634827;34916.26644;56.95608882;A;241.940138;88.21900496;5
852;36094.20645;10.5;2250;82466.12911;1;0;0.571428571;0.18614682;19706.47212;151.1829823;B;333.0766079;88.21900496;5
853;35001.65004;21.8;3200;117797.6776;1;0;0;0;21435.14358;23.0588723;A;315.3502025;88.21900496;5
854;77809.8487;30.25;4800;166580.2515;1;0;0.360330579;0.035920731;49285.10156;119.2015656;D;302.8619109;88.21900496;5
855;14000.38002;13.4;720;25752.61889;1;0;0.701492537;0;18195.3708;0;B;330.3799444;88.21900496;5
856;42284.34699;20;4800;57509.00399;1;0;0.3;0;29857.07001;171.0644894;D;297.5992991;88.21900496;5
857;14074.88219;11;2310;25549.51935;1;0;0.727272727;0.120104083;11448.74146;57.12311548;B;312.0170572;88.21900496;5
858;34341.99818;9;3530;65165.86432;1;0;0.333333333;0;23788.9056;139.6342823;B;323.066775;88.21900496;5
859;23853.24544;17.8;4800;44979.03197;1;0;0.134831461;0;16711.24709;102.7093547;D;284.027268;88.21900496;5
860;50933.32001;14;2400;116459.048;0;0;0.571428571;0.354994602;28240.40345;29.63026331;D;322.6833219;87.19744493;6
861;77223.69438;22;1940;109626.2949;1;0;0.818181818;0;67236.68635;0;C;326.7118789;87.19744493;6
862;57499.57399;25;2970;190831.5662;1;0;0;0;29754.39531;0;A;318.517703;87.19744493;6
863;40306.97267;14.85;3215;204859.6405;0;0;0;0;22332.44655;0;A;301.3747823;87.19744493;6
864;39934.58971;7.5;3440;112425.8044;1;0;0;0;16189.35481;0;A;313.5476516;87.19744493;6
865;17834.20408;18;3490;64865.8439;1;0;0.222222222;0;12769.58941;0;A;301.2268903;87.19744493;6
866;22609.62645;4.5;1891;111096.3643;0;0;0;0;13413.53842;118.2024483;A;300.8226651;87.19744493;6
867;49871.56248;14.7;3275;176657.9823;1;0;0;0;23229.75646;0;A;303.4953776;87.19744493;6
868;31577.3681;7.3;3558;118307.1422;1;0;0;0.00819466;17437.99507;0;A;311.4226708;87.19744493;6
869;67580.11112;20;1800;180026.261;1;0;1;0;33258.82238;37.46794587;C;325.3481699;87.19744493;6
870;15323.01996;8.95;2855;98429.88163;0;0;0;0;12537.54828;8.073699429;A;272.9131868;87.19744493;6
871;49089.77696;12;3600;92976.60974;1;0;0.333333333;0;30828.25187;116.8258358;D;297.2751316;87.19744493;6
872;23101.25513;12.4;1940;65958.80049;1;0;0.451612903;0;19455.16233;0;C;342.7366826;87.19744493;6
873;61261.6178;18.5;1940;130587.3747;1;0;0.497297297;0.133616731;54627.84574;0;C;328.4413086;87.19744493;6
874;28685.90047;11;2850;104875.9022;1;0;0;0.074081281;17746.50067;0;A;308.9040941;87.19744493;6
875;33865.98993;16;2860;132209.8066;1;0;0.375;0;16654.0133;0;A;299.3237874;87.19744493;6
876;41124.50187;11;2400;93170.2318;1;0;1;0;28321.66964;47.01010715;C;329.6589159;87.19744493;6
877;15611.12549;10;2850;103857.3061;0;0;0;0.167610124;14264.03815;5.084935511;A;280.8061548;87.19744493;6
878;37261.77052;12.1;3450;103225.1828;0;0;0;0;19940.03623;9.134747133;A;319.4812784;87.19744493;6
879;51478.54401;19.1;3500;176763.4709;1;0;0;0.028095289;37284.5412;0;A;318.1852284;87.19744493;6
880;103572.4662;13.23;4600;336147.6991;0;0;0.15117158;0.117919225;64304.11335;192.1744335;B;348.7188613;87.19744493;6
881;79641.14406;20.5;3600;134836.7724;1;0;0;0.106177739;45936.76697;162.5452835;D;300.5773986;87.19744493;6
882;27237.68342;4.5;5839;114922.517;1;0;0;0;8146.882716;39.02911028;A;265.8514124;87.19744493;6
883;50766.61884;13.95;4500;160888.6965;1;0;0;0.063191565;22113.08203;0;A;298.8043255;87.19744493;6
884;151798.0895;15;3880;200276.4959;1;0.5;1;0;67834.62086;27.02821643;C;323.6831101;87.19744493;6
885;27206.50546;14.67;2723;120503.6466;0;0;0;0;20392.34739;5.07617876;A;287.2421583;87.19744493;6
886;29778.51404;9.6;4600;92923.52046;1;0;0.104166667;0.043205832;19456.94583;49.48333625;B;301.8620477;87.19744493;6
887;188684.2477;29.68;6000;362805.1574;1;0.2;0.134097035;0;99194.25502;270.4142501;D;314.6719321;87.19744493;6
888;60546.12127;13;1940;86153.23148;1;0;0.307692308;0;42397.00584;0;C;328.610585;87.19744493;6
889;12470.81618;9.41;2400;82772.39624;1;0;0;0;8201.739283;57.59267526;B;276.7911262;87.19744493;6
890;71305.48475;11;3365;233955.2116;1;0.081723626;0;0.084281907;35650.73194;57.78335808;A;326.9652621;87.19744493;6
891;61229.08246;23;3600;166400.0788;1;0;0.304347826;0.03345216;34914.34929;69.56180142;D;309.1620723;87.19744493;6
892;78958.3595;24;2580;191980.712;1;0;0.25;0.065022132;49508.09618;0;C;326.4446253;87.19744493;6
893;121881.1383;55;3672;220040.495;1;0.019607843;0.454545455;0;55682.96869;9.853583167;D;328.843097;87.19744493;6
894;62205.52264;18;2310;134875.3174;1;0;0.722222222;0.052436163;34298.94326;37.17058122;C;365.3576455;87.19744493;6
895;87981.44844;30.5;3880;298158.0934;1;0;0.983606557;0.044966362;74600.08797;80.2886748;C;324.4295571;87.19744493;6
896;43752.42055;10;2300;70528.64691;1;0;0;0.017640586;25022.6134;47.5040028;B;292.4755018;87.19744493;6
897;27636.78112;9.2;4156;81240.75292;1;0;0;0;17151.70101;6.145266743;A;280.6299795;87.19744493;6
898;25455.96318;8.25;3067;107106.279;0;0;0;0;17262.88897;5.709401275;A;304.1540565;87.19744493;6
